IncidentNumber,Dowgate,Euston,Holloway,Islington,Kentish Town,Paddington,Soho,West Hampstead
122419-10092017,0.27,0.21,0.19,0.22,0.17,0.16,0.22,0.12
122422-10092017,0.10,0.04,0.06,0.06,0.03,0.05,0.06,0.05
122423-10092017,0.10,0.04,0.03,0.06,0.00,0.08,0.06,0.06
122426-10092017,0.25,0.19,0.17,0.21,0.15,0.14,0.21,0.10
122441-10092017,0.11,0.09,0.04,0.06,0.07,0.15,0.10,0.12
122470-10092017,0.08,0.02,0.05,0.04,0.02,0.06,0.04,0.07
122503-10092017,0.10,0.12,0.07,0.08,0.11,0.18,0.14,0.16
122529-10092017,0.07,0.04,0.01,0.03,0.03,0.10,0.06,0.08
122536-10092017,0.15,0.09,0.08,0.11,0.06,0.05,0.11,0.03
122538-10092017,0.07,0.05,0.10,0.09,0.06,0.05,0.03,0.09
122554-10092017,0.08,0.03,0.08,0.07,0.04,0.03,0.04,0.06
122575-10092017,0.04,0.02,0.07,0.06,0.06,0.07,0.01,0.11
122580-10092017,0.09,0.05,0.10,0.10,0.07,0.01,0.05,0.05
122587-10092017,0.22,0.16,0.14,0.17,0.12,0.14,0.17,0.12
122658-11092017,0.20,0.14,0.12,0.16,0.11,0.10,0.16,0.08
122661-11092017,0.12,0.14,0.09,0.10,0.12,0.20,0.15,0.18
122706-11092017,0.10,0.05,0.09,0.09,0.06,0.01,0.06,0.04
122709-11092017,0.04,0.02,0.04,0.03,0.06,0.07,0.03,0.11
122713-11092017,0.19,0.14,0.12,0.15,0.10,0.09,0.15,0.05
122718-11092017,0.09,0.05,0.10,0.09,0.06,0.01,0.05,0.05
122731-11092017,0.23,0.17,0.15,0.19,0.14,0.13,0.19,0.09
122748-11092017,0.06,0.04,0.09,0.08,0.06,0.05,0.03,0.09
122749-11092017,0.11,0.09,0.04,0.07,0.08,0.15,0.10,0.13
122753-11092017,0.08,0.03,0.08,0.07,0.04,0.03,0.04,0.06
122777-11092017,0.09,0.05,0.01,0.05,0.03,0.11,0.06,0.08
122787-11092017,0.10,0.04,0.08,0.07,0.05,0.03,0.06,0.04
122793-11092017,0.10,0.05,0.10,0.09,0.07,0.01,0.06,0.05
122812-11092017,0.09,0.05,0.10,0.09,0.06,0.01,0.05,0.05
122843-11092017,0.17,0.19,0.15,0.15,0.18,0.25,0.21,0.23
122848-11092017,0.03,0.03,0.05,0.03,0.06,0.07,0.03,0.11
122857-11092017,0.04,0.02,0.05,0.04,0.06,0.07,0.01,0.11
122858-11092017,0.17,0.17,0.12,0.13,0.15,0.23,0.18,0.20
122868-11092017,0.07,0.04,0.09,0.08,0.06,0.06,0.03,0.11
122873-11092017,0.07,0.05,0.01,0.03,0.04,0.11,0.07,0.09
122881-11092017,0.12,0.14,0.09,0.10,0.13,0.20,0.16,0.18
122892-11092017,0.27,0.21,0.19,0.22,0.17,0.16,0.22,0.12
122921-11092017,0.21,0.15,0.13,0.17,0.12,0.11,0.17,0.07
122925-11092017,0.10,0.04,0.05,0.06,0.02,0.06,0.06,0.05
122927-11092017,0.06,0.02,0.07,0.06,0.03,0.04,0.02,0.08
122932-11092017,0.16,0.11,0.08,0.12,0.10,0.17,0.13,0.15
122992-11092017,0.30,0.24,0.22,0.25,0.20,0.19,0.25,0.15
123014-11092017,0.07,0.03,0.08,0.07,0.04,0.04,0.03,0.08
123016-11092017,0.06,0.04,0.01,0.02,0.03,0.10,0.05,0.08
123024-11092017,0.05,0.01,0.06,0.05,0.05,0.06,0.01,0.10
123027-11092017,0.11,0.06,0.11,0.10,0.08,0.01,0.07,0.03
123061-12092017,0.03,0.03,0.06,0.05,0.06,0.07,0.01,0.11
123073-12092017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
123090-12092017,0.06,0.03,0.08,0.07,0.05,0.04,0.02,0.08
123099-12092017,0.09,0.05,0.10,0.09,0.06,0.01,0.05,0.06
123159-12092017,0.12,0.08,0.04,0.08,0.07,0.14,0.10,0.12
123180-12092017,0.19,0.14,0.12,0.15,0.10,0.10,0.15,0.07
123184-12092017,0.06,0.01,0.04,0.03,0.04,0.07,0.03,0.09
123201-12092017,0.06,0.03,0.08,0.07,0.06,0.07,0.02,0.11
123233-12092017,0.07,0.04,0.09,0.08,0.05,0.04,0.02,0.08
123237-12092017,0.08,0.04,0.01,0.03,0.02,0.10,0.05,0.07
123261-12092017,0.07,0.04,0.09,0.08,0.06,0.06,0.03,0.10
123268-12092017,0.04,0.02,0.06,0.05,0.06,0.07,0.01,0.11
123288-12092017,0.13,0.07,0.12,0.11,0.09,0.02,0.08,0.04
123291-12092017,0.13,0.07,0.07,0.09,0.04,0.04,0.09,0.02
123298-12092017,0.05,0.03,0.07,0.07,0.04,0.05,0.01,0.09
123303-12092017,0.07,0.03,0.08,0.07,0.04,0.03,0.03,0.07
123312-12092017,0.06,0.02,0.06,0.06,0.04,0.05,0.01,0.09
123332-12092017,0.04,0.01,0.05,0.04,0.05,0.06,0.02,0.10
123350-12092017,0.27,0.21,0.19,0.22,0.17,0.16,0.22,0.12
123361-12092017,0.04,0.02,0.04,0.03,0.06,0.07,0.03,0.11
123375-12092017,0.18,0.13,0.11,0.14,0.09,0.08,0.14,0.04
123382-12092017,0.11,0.05,0.04,0.06,0.01,0.06,0.07,0.04
123387-12092017,0.04,0.01,0.06,0.06,0.05,0.06,0.00,0.10
123395-12092017,0.07,0.04,0.09,0.08,0.06,0.03,0.03,0.07
123458-12092017,0.06,0.01,0.06,0.05,0.04,0.05,0.01,0.09
123496-12092017,0.06,0.02,0.07,0.06,0.04,0.04,0.02,0.08
123511-12092017,0.12,0.07,0.09,0.08,0.06,0.02,0.08,0.02
123523-12092017,0.07,0.09,0.04,0.05,0.07,0.15,0.10,0.13
123556-13092017,0.23,0.17,0.15,0.19,0.14,0.13,0.19,0.09
123576-13092017,0.11,0.05,0.05,0.07,0.02,0.06,0.07,0.04
123581-13092017,0.16,0.16,0.11,0.12,0.15,0.22,0.18,0.20
123589-13092017,0.13,0.07,0.06,0.09,0.04,0.11,0.09,0.09
123591-13092017,0.04,0.02,0.07,0.06,0.05,0.06,0.01,0.10
123604-13092017,0.13,0.07,0.06,0.09,0.04,0.11,0.09,0.09
123611-13092017,0.05,0.03,0.08,0.07,0.05,0.06,0.01,0.10
123616-13092017,0.17,0.13,0.09,0.13,0.12,0.19,0.15,0.17
123627-13092017,0.05,0.02,0.07,0.06,0.04,0.05,0.01,0.09
123673-13092017,0.04,0.02,0.05,0.04,0.06,0.07,0.01,0.11
123686-13092017,0.04,0.02,0.05,0.04,0.06,0.07,0.01,0.11
123692-13092017,0.10,0.05,0.03,0.06,0.03,0.11,0.06,0.08
123700-13092017,0.06,0.04,0.02,0.02,0.03,0.10,0.06,0.08
123702-13092017,0.16,0.10,0.08,0.12,0.06,0.05,0.12,0.01
123712-13092017,0.19,0.13,0.11,0.15,0.09,0.09,0.15,0.04
123747-13092017,0.08,0.02,0.05,0.04,0.02,0.06,0.04,0.06
123752-13092017,0.13,0.09,0.06,0.09,0.08,0.15,0.11,0.13
123761-13092017,0.18,0.18,0.14,0.14,0.17,0.24,0.20,0.22
123768-13092017,0.02,0.04,0.06,0.02,0.07,0.09,0.04,0.12
123772-13092017,0.03,0.03,0.06,0.05,0.06,0.07,0.01,0.11
123774-13092017,0.02,0.04,0.06,0.02,0.07,0.09,0.04,0.12
123789-13092017,0.11,0.07,0.12,0.12,0.09,0.01,0.06,0.04
123794-13092017,0.12,0.15,0.10,0.11,0.13,0.21,0.16,0.18
123804-13092017,0.09,0.03,0.04,0.05,0.00,0.07,0.05,0.05
123805-13092017,0.27,0.21,0.19,0.22,0.17,0.16,0.22,0.12
123816-13092017,0.12,0.14,0.09,0.10,0.13,0.20,0.15,0.18
123824-13092017,0.14,0.08,0.09,0.09,0.06,0.03,0.09,0.01
123827-13092017,0.04,0.04,0.04,0.01,0.06,0.10,0.06,0.11
123831-13092017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
123856-13092017,0.20,0.23,0.18,0.19,0.21,0.29,0.24,0.26
123858-13092017,0.11,0.05,0.08,0.07,0.04,0.03,0.07,0.03
123863-13092017,0.12,0.10,0.05,0.08,0.08,0.16,0.11,0.13
123885-13092017,0.06,0.03,0.08,0.07,0.05,0.05,0.02,0.10
123908-13092017,0.23,0.17,0.15,0.18,0.13,0.12,0.18,0.08
123943-13092017,0.07,0.04,0.01,0.03,0.03,0.10,0.06,0.08
123952-13092017,0.07,0.02,0.07,0.06,0.03,0.04,0.02,0.08
123961-13092017,0.18,0.12,0.10,0.13,0.09,0.17,0.13,0.15
123977-13092017,0.09,0.04,0.03,0.05,0.00,0.07,0.05,0.05
123999-14092017,0.12,0.11,0.06,0.08,0.09,0.17,0.12,0.15
124001-14092017,0.09,0.03,0.06,0.05,0.02,0.05,0.05,0.05
124008-14092017,0.04,0.03,0.06,0.05,0.06,0.07,0.01,0.11
124009-14092017,0.05,0.03,0.08,0.07,0.06,0.07,0.02,0.11
124011-14092017,0.04,0.03,0.06,0.06,0.06,0.07,0.01,0.11
124020-14092017,0.03,0.03,0.05,0.03,0.06,0.07,0.03,0.11
124021-14092017,0.12,0.06,0.08,0.08,0.04,0.03,0.08,0.03
124054-14092017,0.14,0.16,0.11,0.12,0.15,0.22,0.17,0.20
124065-14092017,0.08,0.05,0.10,0.09,0.07,0.07,0.04,0.12
124066-14092017,0.13,0.07,0.12,0.11,0.09,0.03,0.09,0.03
124073-14092017,0.11,0.13,0.08,0.09,0.12,0.19,0.15,0.17
124080-14092017,0.04,0.02,0.04,0.03,0.05,0.07,0.03,0.10
124110-14092017,0.07,0.03,0.08,0.07,0.05,0.03,0.03,0.07
124119-14092017,0.06,0.03,0.08,0.07,0.05,0.05,0.02,0.10
124126-14092017,0.12,0.14,0.09,0.10,0.12,0.20,0.15,0.18
124139-14092017,0.06,0.03,0.07,0.07,0.04,0.04,0.02,0.08
124141-14092017,0.30,0.24,0.22,0.25,0.20,0.19,0.25,0.15
124165-14092017,0.05,0.02,0.07,0.06,0.04,0.05,0.01,0.09
124166-14092017,0.02,0.04,0.06,0.02,0.07,0.08,0.04,0.12
124169-14092017,0.08,0.02,0.04,0.04,0.01,0.07,0.04,0.06
124171-14092017,0.20,0.14,0.12,0.15,0.10,0.11,0.15,0.09
124174-14092017,0.06,0.00,0.05,0.04,0.03,0.06,0.02,0.08
124182-14092017,0.04,0.02,0.06,0.05,0.06,0.07,0.01,0.11
124193-14092017,0.12,0.06,0.06,0.08,0.02,0.05,0.08,0.03
124201-14092017,0.03,0.03,0.05,0.02,0.06,0.08,0.03,0.11
124207-14092017,0.11,0.05,0.07,0.07,0.04,0.04,0.07,0.03
124218-14092017,0.07,0.01,0.04,0.04,0.03,0.06,0.03,0.08
124252-14092017,0.14,0.17,0.12,0.13,0.15,0.23,0.18,0.21
124271-14092017,0.12,0.06,0.05,0.07,0.02,0.05,0.07,0.03
124282-14092017,0.04,0.02,0.07,0.06,0.06,0.07,0.01,0.11
124283-14092017,0.07,0.03,0.08,0.08,0.05,0.04,0.02,0.08
124293-14092017,0.07,0.03,0.08,0.07,0.05,0.04,0.02,0.08
124297-14092017,0.11,0.13,0.08,0.09,0.12,0.19,0.15,0.17
124298-14092017,0.11,0.09,0.04,0.07,0.08,0.15,0.11,0.13
124303-14092017,0.07,0.04,0.09,0.08,0.05,0.03,0.03,0.07
124307-14092017,0.18,0.12,0.10,0.14,0.09,0.08,0.14,0.04
124312-14092017,0.05,0.03,0.07,0.07,0.05,0.05,0.01,0.10
124321-14092017,0.24,0.18,0.16,0.19,0.14,0.13,0.19,0.11
124349-14092017,0.15,0.17,0.12,0.13,0.16,0.23,0.18,0.21
124370-14092017,0.06,0.02,0.07,0.06,0.03,0.04,0.02,0.08
124380-14092017,0.08,0.10,0.05,0.06,0.09,0.16,0.12,0.14
124386-14092017,0.05,0.01,0.06,0.05,0.04,0.05,0.01,0.09
124396-14092017,0.05,0.03,0.08,0.07,0.05,0.05,0.01,0.10
124406-14092017,0.05,0.03,0.07,0.07,0.04,0.05,0.01,0.09
124407-14092017,0.19,0.13,0.11,0.15,0.10,0.10,0.15,0.07
124415-14092017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
124463-15092017,0.06,0.04,0.09,0.08,0.05,0.05,0.02,0.09
124470-15092017,0.17,0.19,0.14,0.15,0.18,0.25,0.21,0.23
124473-15092017,0.12,0.06,0.05,0.07,0.02,0.05,0.07,0.03
124483-15092017,0.07,0.04,0.08,0.08,0.05,0.03,0.03,0.07
124485-15092017,0.13,0.11,0.07,0.08,0.10,0.17,0.13,0.15
124489-15092017,0.09,0.04,0.01,0.05,0.02,0.10,0.05,0.08
124496-15092017,0.06,0.00,0.05,0.04,0.04,0.06,0.02,0.09
124502-15092017,0.11,0.05,0.03,0.06,0.04,0.11,0.06,0.09
124504-15092017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
124532-15092017,0.05,0.02,0.07,0.06,0.05,0.05,0.01,0.10
124557-15092017,0.07,0.04,0.09,0.08,0.06,0.03,0.03,0.07
124589-15092017,0.06,0.03,0.08,0.07,0.05,0.04,0.02,0.08
124609-15092017,0.07,0.04,0.01,0.03,0.03,0.10,0.05,0.08
124618-15092017,0.11,0.05,0.09,0.08,0.05,0.02,0.06,0.04
124631-15092017,0.05,0.03,0.08,0.07,0.07,0.08,0.02,0.12
124650-15092017,0.13,0.08,0.10,0.09,0.07,0.03,0.09,0.01
124668-15092017,0.23,0.17,0.15,0.19,0.13,0.13,0.19,0.08
124669-15092017,0.20,0.22,0.17,0.18,0.20,0.28,0.23,0.26
124692-15092017,0.27,0.21,0.19,0.22,0.17,0.16,0.22,0.12
124733-15092017,0.12,0.06,0.08,0.08,0.04,0.03,0.08,0.02
124736-15092017,0.06,0.03,0.08,0.08,0.05,0.05,0.02,0.09
124765-15092017,0.07,0.04,0.09,0.08,0.05,0.03,0.03,0.07
124768-15092017,0.21,0.15,0.13,0.17,0.12,0.11,0.17,0.07
124786-15092017,0.03,0.03,0.05,0.02,0.07,0.08,0.03,0.12
124790-15092017,0.06,0.03,0.08,0.07,0.04,0.05,0.01,0.09
124793-15092017,0.15,0.17,0.12,0.13,0.16,0.23,0.18,0.21
124807-15092017,0.03,0.03,0.04,0.04,0.06,0.07,0.02,0.11
124812-15092017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
124822-15092017,0.07,0.01,0.04,0.03,0.03,0.07,0.03,0.08
124825-15092017,0.23,0.18,0.16,0.19,0.14,0.13,0.19,0.09
124833-15092017,0.17,0.17,0.12,0.13,0.15,0.23,0.18,0.20
124850-15092017,0.19,0.21,0.17,0.17,0.20,0.27,0.23,0.25
124854-15092017,0.19,0.14,0.12,0.15,0.10,0.09,0.15,0.05
124856-15092017,0.14,0.16,0.11,0.12,0.15,0.22,0.18,0.20
124873-15092017,0.05,0.02,0.07,0.06,0.04,0.05,0.01,0.09
124877-15092017,0.19,0.14,0.12,0.15,0.10,0.09,0.15,0.05
124881-15092017,0.05,0.02,0.07,0.06,0.05,0.06,0.00,0.10
124889-15092017,0.19,0.14,0.12,0.15,0.10,0.09,0.15,0.05
124898-15092017,0.03,0.03,0.05,0.04,0.06,0.07,0.01,0.11
124901-15092017,0.08,0.02,0.05,0.04,0.01,0.06,0.04,0.06
124902-15092017,0.20,0.22,0.17,0.18,0.21,0.28,0.24,0.26
124909-15092017,0.09,0.05,0.10,0.09,0.06,0.01,0.05,0.05
124950-15092017,0.05,0.01,0.06,0.05,0.04,0.05,0.01,0.09
124997-15092017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
125004-16092017,0.02,0.04,0.06,0.03,0.08,0.09,0.05,0.13
125005-16092017,0.27,0.21,0.19,0.22,0.17,0.16,0.22,0.12
125008-16092017,0.04,0.02,0.05,0.04,0.06,0.07,0.01,0.11
125009-16092017,0.07,0.04,0.09,0.08,0.06,0.07,0.03,0.11
125013-16092017,0.08,0.03,0.08,0.07,0.05,0.03,0.03,0.07
125019-16092017,0.05,0.02,0.07,0.06,0.05,0.05,0.01,0.10
125030-16092017,0.04,0.02,0.04,0.04,0.05,0.07,0.02,0.10
125036-16092017,0.19,0.22,0.17,0.18,0.20,0.28,0.23,0.26
125039-16092017,0.04,0.02,0.06,0.05,0.06,0.06,0.01,0.11
125047-16092017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
125058-16092017,0.08,0.06,0.01,0.04,0.04,0.12,0.07,0.10
125077-16092017,0.05,0.01,0.06,0.05,0.05,0.06,0.00,0.10
125081-16092017,0.03,0.03,0.05,0.02,0.07,0.09,0.05,0.12
125086-16092017,0.05,0.01,0.06,0.05,0.05,0.06,0.00,0.10
125106-16092017,0.04,0.02,0.04,0.02,0.06,0.08,0.03,0.11
125138-16092017,0.07,0.05,0.10,0.09,0.06,0.06,0.03,0.10
125142-16092017,0.07,0.02,0.03,0.02,0.03,0.08,0.04,0.08
125152-16092017,0.04,0.02,0.06,0.06,0.05,0.06,0.00,0.10
125186-16092017,0.04,0.02,0.06,0.06,0.05,0.06,0.00,0.10
125203-16092017,0.12,0.06,0.11,0.10,0.07,0.01,0.07,0.03
125252-16092017,0.15,0.09,0.07,0.11,0.06,0.08,0.11,0.06
125272-16092017,0.16,0.10,0.08,0.11,0.06,0.05,0.11,0.01
125275-16092017,0.17,0.11,0.09,0.13,0.07,0.07,0.13,0.02
125285-16092017,0.06,0.04,0.02,0.02,0.03,0.10,0.06,0.08
125341-16092017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
125382-16092017,0.09,0.09,0.04,0.05,0.08,0.15,0.11,0.13
125410-16092017,0.05,0.03,0.08,0.07,0.04,0.05,0.01,0.09
125418-16092017,0.09,0.05,0.09,0.09,0.06,0.01,0.05,0.05
125423-16092017,0.12,0.08,0.04,0.08,0.07,0.14,0.10,0.12
125449-16092017,0.09,0.11,0.06,0.07,0.10,0.17,0.13,0.15
125467-16092017,0.10,0.12,0.07,0.08,0.10,0.18,0.13,0.16
125488-16092017,0.04,0.01,0.04,0.03,0.05,0.07,0.03,0.10
125505-17092017,0.20,0.15,0.13,0.16,0.11,0.14,0.16,0.12
125563-17092017,0.05,0.02,0.07,0.07,0.04,0.05,0.01,0.09
125578-17092017,0.06,0.01,0.06,0.05,0.04,0.05,0.02,0.09
125592-17092017,0.06,0.01,0.06,0.05,0.04,0.05,0.02,0.09
125594-17092017,0.10,0.12,0.07,0.08,0.11,0.18,0.14,0.16
125598-17092017,0.12,0.14,0.09,0.10,0.13,0.20,0.16,0.18
125607-17092017,0.09,0.06,0.11,0.10,0.07,0.01,0.05,0.06
125614-17092017,0.17,0.11,0.09,0.12,0.07,0.12,0.12,0.10
125617-17092017,0.06,0.01,0.06,0.05,0.04,0.05,0.02,0.09
125636-17092017,0.14,0.16,0.12,0.12,0.15,0.22,0.18,0.20
125676-17092017,0.18,0.12,0.10,0.14,0.09,0.08,0.14,0.06
125696-17092017,0.11,0.14,0.09,0.09,0.12,0.20,0.15,0.17
125744-17092017,0.19,0.21,0.17,0.17,0.20,0.27,0.23,0.25
125747-17092017,0.05,0.03,0.08,0.07,0.05,0.06,0.01,0.10
125753-17092017,0.20,0.22,0.18,0.18,0.21,0.28,0.24,0.26
125755-17092017,0.06,0.04,0.09,0.08,0.07,0.08,0.03,0.12
125775-17092017,0.08,0.02,0.02,0.04,0.01,0.08,0.04,0.06
125779-17092017,0.07,0.03,0.08,0.07,0.05,0.04,0.02,0.08
125798-17092017,0.14,0.08,0.08,0.09,0.04,0.03,0.09,0.01
125807-17092017,0.11,0.08,0.13,0.12,0.09,0.02,0.07,0.04
125809-17092017,0.18,0.12,0.10,0.14,0.08,0.07,0.14,0.03
125810-17092017,0.07,0.02,0.05,0.04,0.02,0.06,0.03,0.07
125811-17092017,0.06,0.02,0.07,0.07,0.04,0.05,0.01,0.09
125819-17092017,0.12,0.06,0.06,0.07,0.02,0.05,0.07,0.03
125822-17092017,0.07,0.04,0.09,0.08,0.05,0.03,0.03,0.07
125824-17092017,0.06,0.01,0.05,0.05,0.03,0.06,0.02,0.08
125845-17092017,0.22,0.17,0.15,0.18,0.13,0.12,0.18,0.08
125865-17092017,0.07,0.01,0.04,0.03,0.02,0.07,0.03,0.07
125871-17092017,0.11,0.05,0.09,0.08,0.05,0.02,0.07,0.04
125876-17092017,0.10,0.05,0.03,0.06,0.02,0.09,0.06,0.07
125882-17092017,0.17,0.19,0.14,0.15,0.18,0.25,0.21,0.23
125889-17092017,0.03,0.02,0.04,0.02,0.06,0.08,0.03,0.11
125909-17092017,0.05,0.02,0.07,0.06,0.05,0.05,0.01,0.10
125970-17092017,0.04,0.01,0.06,0.05,0.05,0.06,0.00,0.10
126031-18092017,0.05,0.03,0.08,0.07,0.05,0.06,0.01,0.10
126035-18092017,0.08,0.02,0.05,0.04,0.02,0.06,0.04,0.07
126046-18092017,0.04,0.02,0.04,0.03,0.06,0.07,0.03,0.11
126077-18092017,0.23,0.25,0.20,0.21,0.24,0.31,0.26,0.29
126087-18092017,0.12,0.11,0.06,0.08,0.09,0.17,0.12,0.14
126088-18092017,0.05,0.03,0.08,0.07,0.04,0.05,0.01,0.09
126095-18092017,0.05,0.03,0.07,0.07,0.05,0.06,0.01,0.10
126105-18092017,0.08,0.04,0.08,0.08,0.05,0.02,0.04,0.07
126114-18092017,0.04,0.02,0.06,0.05,0.05,0.06,0.00,0.10
126133-18092017,0.08,0.05,0.10,0.09,0.07,0.04,0.04,0.08
126139-18092017,0.01,0.05,0.07,0.03,0.09,0.10,0.05,0.14
126167-18092017,0.05,0.02,0.07,0.06,0.05,0.05,0.01,0.10
126170-18092017,0.04,0.02,0.06,0.06,0.05,0.06,0.00,0.10
126177-18092017,0.07,0.05,0.09,0.09,0.06,0.07,0.03,0.11
126194-18092017,0.18,0.20,0.15,0.16,0.19,0.26,0.22,0.24
126199-18092017,0.07,0.05,0.10,0.09,0.06,0.05,0.03,0.09
126202-18092017,0.08,0.04,0.09,0.08,0.05,0.03,0.03,0.07
126220-18092017,0.04,0.02,0.07,0.06,0.06,0.06,0.01,0.11
126241-18092017,0.23,0.18,0.16,0.19,0.14,0.13,0.19,0.09
126255-18092017,0.07,0.04,0.09,0.08,0.05,0.03,0.03,0.07
126258-18092017,0.05,0.01,0.06,0.05,0.04,0.05,0.01,0.09
126273-18092017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
126306-18092017,0.20,0.14,0.12,0.15,0.10,0.09,0.15,0.05
126313-18092017,0.03,0.03,0.05,0.05,0.06,0.07,0.01,0.11
126320-18092017,0.10,0.11,0.07,0.07,0.10,0.17,0.13,0.15
126326-18092017,0.09,0.03,0.04,0.05,0.01,0.07,0.05,0.06
126333-18092017,0.05,0.01,0.06,0.05,0.05,0.06,0.01,0.10
126348-18092017,0.20,0.14,0.12,0.16,0.11,0.10,0.16,0.06
126379-18092017,0.13,0.15,0.11,0.11,0.14,0.21,0.17,0.19
126459-18092017,0.10,0.04,0.09,0.09,0.06,0.02,0.05,0.05
126467-19092017,0.18,0.13,0.11,0.14,0.09,0.08,0.14,0.04
126468-19092017,0.12,0.06,0.04,0.08,0.02,0.09,0.08,0.06
126491-19092017,0.10,0.07,0.12,0.11,0.08,0.01,0.06,0.04
126524-19092017,0.11,0.09,0.04,0.06,0.08,0.15,0.11,0.13
126528-19092017,0.03,0.03,0.05,0.04,0.06,0.07,0.01,0.11
126541-19092017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
126548-19092017,0.08,0.04,0.09,0.08,0.05,0.03,0.03,0.07
126551-19092017,0.05,0.02,0.07,0.06,0.05,0.06,0.00,0.10
126553-19092017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
126559-19092017,0.12,0.06,0.06,0.07,0.02,0.05,0.07,0.03
126560-19092017,0.05,0.02,0.07,0.06,0.05,0.06,0.00,0.10
126568-19092017,0.05,0.02,0.07,0.06,0.05,0.06,0.00,0.10
126569-19092017,0.11,0.09,0.04,0.06,0.08,0.15,0.10,0.13
126572-19092017,0.02,0.04,0.06,0.02,0.07,0.09,0.04,0.12
126573-19092017,0.04,0.03,0.06,0.05,0.06,0.07,0.01,0.11
126578-19092017,0.08,0.04,0.09,0.08,0.05,0.02,0.04,0.06
126588-19092017,0.05,0.06,0.03,0.02,0.05,0.12,0.07,0.10
126598-19092017,0.05,0.01,0.06,0.06,0.04,0.05,0.01,0.09
126601-19092017,0.05,0.01,0.06,0.05,0.05,0.05,0.01,0.10
126602-19092017,0.05,0.03,0.08,0.07,0.05,0.05,0.02,0.10
126613-19092017,0.05,0.01,0.06,0.05,0.05,0.05,0.01,0.10
126631-19092017,0.05,0.03,0.08,0.07,0.05,0.05,0.02,0.10
126638-19092017,0.12,0.06,0.08,0.08,0.04,0.03,0.08,0.02
126641-19092017,0.07,0.05,0.09,0.09,0.06,0.07,0.03,0.11
126643-19092017,0.06,0.00,0.05,0.04,0.03,0.06,0.02,0.08
126644-19092017,0.05,0.03,0.08,0.07,0.05,0.05,0.01,0.10
126675-19092017,0.03,0.02,0.04,0.02,0.06,0.08,0.03,0.11
126695-19092017,0.06,0.03,0.08,0.08,0.05,0.05,0.02,0.09
126705-19092017,0.14,0.09,0.06,0.10,0.08,0.15,0.11,0.13
126727-19092017,0.14,0.08,0.10,0.10,0.06,0.04,0.10,0.01
126747-19092017,0.15,0.09,0.07,0.11,0.06,0.14,0.11,0.11
126772-19092017,0.07,0.05,0.10,0.09,0.06,0.06,0.03,0.10
126800-19092017,0.06,0.04,0.08,0.08,0.06,0.07,0.02,0.11
126807-19092017,0.02,0.04,0.06,0.02,0.07,0.09,0.04,0.12
126815-19092017,0.21,0.15,0.13,0.17,0.11,0.11,0.17,0.06
126824-19092017,0.05,0.02,0.03,0.03,0.05,0.08,0.03,0.10
126826-19092017,0.04,0.03,0.03,0.01,0.05,0.09,0.04,0.10
126831-19092017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
126856-19092017,0.04,0.02,0.05,0.04,0.06,0.07,0.01,0.11
126861-19092017,0.10,0.04,0.03,0.05,0.01,0.08,0.05,0.06
126867-19092017,0.06,0.01,0.06,0.05,0.04,0.05,0.02,0.09
126889-19092017,0.04,0.02,0.06,0.05,0.06,0.07,0.01,0.11
126894-19092017,0.10,0.06,0.11,0.10,0.07,0.00,0.06,0.04
126910-20092017,0.08,0.03,0.02,0.04,0.02,0.09,0.04,0.07
126913-20092017,0.10,0.12,0.07,0.08,0.11,0.18,0.14,0.16
126914-20092017,0.06,0.00,0.05,0.04,0.04,0.06,0.02,0.09
126920-20092017,0.04,0.03,0.06,0.05,0.06,0.07,0.01,0.11
126943-20092017,0.04,0.02,0.06,0.05,0.05,0.06,0.01,0.10
126968-20092017,0.05,0.01,0.05,0.04,0.05,0.06,0.01,0.10
126974-20092017,0.05,0.01,0.06,0.05,0.04,0.05,0.01,0.09
126979-20092017,0.17,0.17,0.12,0.13,0.15,0.23,0.18,0.20
126984-20092017,0.18,0.12,0.10,0.14,0.08,0.09,0.14,0.07
126987-20092017,0.10,0.07,0.12,0.12,0.09,0.01,0.06,0.04
127007-20092017,0.06,0.03,0.08,0.07,0.04,0.04,0.02,0.08
127008-20092017,0.20,0.14,0.12,0.15,0.10,0.09,0.15,0.05
127022-20092017,0.06,0.04,0.09,0.08,0.06,0.05,0.03,0.09
127030-20092017,0.10,0.06,0.11,0.10,0.07,0.00,0.06,0.04
127038-20092017,0.06,0.03,0.08,0.08,0.06,0.07,0.02,0.11
127042-20092017,0.06,0.04,0.09,0.08,0.05,0.05,0.02,0.09
127044-20092017,0.14,0.16,0.12,0.12,0.15,0.22,0.18,0.20
